LEVEL,DATE
21.04,05/12/2013
21.12,06/12/2013
21.19,07/12/2013
21.25,08/12/2013
21.31,09/12/2013
21.39,10/12/2013
21.47,11/12/2013
21.54,12/12/2013
21.62,13/12/2013
21.68,14/12/2013
21.73,15/12/2013
21.78,16/12/2013
21.81,17/12/2013
21.83,18/12/2013
21.85,19/12/2013
21.86,20/12/2013
21.87,21/12/2013
21.89,22/12/2013
21.91,23/12/2013
21.95,24/12/2013
21.98,25/12/2013
22.01,26/12/2013
22.03,27/12/2013
22.05,28/12/2013
22.08,29/12/2013
22.11,30/12/2013
22.17,31/12/2013
22.24,01/01/2014
22.31,02/01/2014
22.37,03/01/2014
22.40,04/01/2014
22.43,05/01/2014
22.45,06/01/2014
22.47,07/01/2014
22.48,08/01/2014
22.50,09/01/2014
22.51,10/01/2014
22.53,11/01/2014
22.56,12/01/2014
22.59,13/01/2014
22.62,14/01/2014
22.64,15/01/2014
22.68,16/01/2014
22.72,17/01/2014
22.76,18/01/2014
22.79,19/01/2014
22.82,20/01/2014
22.86,21/01/2014
22.91,22/01/2014
22.98,23/01/2014
23.04,24/01/2014
23.08,25/01/2014
23.12,26/01/2014
23.17,27/01/2014
23.21,28/01/2014
23.25,29/01/2014
23.30,30/01/2014
23.33,31/01/2014
23.35,01/02/2014
23.38,02/02/2014
23.41,03/02/2014
23.46,04/02/2014
23.50,05/02/2014
23.55,06/02/2014
23.60,07/02/2014
23.64,08/02/2014
23.68,09/02/2014
23.71,10/02/2014
23.74,11/02/2014
23.80,12/02/2014
23.87,13/02/2014
23.91,14/02/2014
23.95,15/02/2014
24.00,16/02/2014
24.05,17/02/2014
24.10,18/02/2014
24.16,19/02/2014
24.21,20/02/2014
24.27,21/02/2014
24.33,22/02/2014
24.39,23/02/2014
24.46,24/02/2014
24.50,25/02/2014
24.54,26/02/2014
24.60,27/02/2014
24.65,28/02/2014
24.69,01/03/2014
24.74,02/03/2014
24.79,03/03/2014
24.84,04/03/2014
24.89,05/03/2014
24.96,06/03/2014
25.02,07/03/2014
25.08,08/03/2014
25.15,09/03/2014
25.22,10/03/2014
25.31,11/03/2014
25.39,12/03/2014
25.44,13/03/2014
25.49,14/03/2014
25.55,15/03/2014
25.62,16/03/2014
25.69,17/03/2014
25.72,18/03/2014
25.77,19/03/2014
25.85,20/03/2014
25.91,21/03/2014
25.98,22/03/2014
26.05,23/03/2014
26.13,24/03/2014
26.21,25/03/2014
26.30,26/03/2014
26.36,27/03/2014
26.43,28/03/2014
26.50,29/03/2014
26.56,30/03/2014
26.62,31/03/2014
26.68,01/04/2014
26.77,02/04/2014
26.84,03/04/2014
26.90,04/04/2014
26.94,05/04/2014
26.97,06/04/2014
27.00,07/04/2014
27.08,08/04/2014
27.14,09/04/2014
27.21,10/04/2014
27.26,11/04/2014
27.31,12/04/2014
27.35,13/04/2014
27.39,14/04/2014
27.43,15/04/2014
27.48,16/04/2014
27.52,17/04/2014
27.56,18/04/2014
27.59,19/04/2014
27.62,20/04/2014
27.64,21/04/2014
27.66,22/04/2014
27.70,23/04/2014
27.72,24/04/2014
27.75,25/04/2014
27.79,26/04/2014
27.83,27/04/2014
27.88,28/04/2014
27.92,29/04/2014
27.95,30/04/2014
28.01,01/05/2014
28.08,02/05/2014
28.14,03/05/2014
28.19,04/05/2014
28.24,05/05/2014
28.29,06/05/2014
28.33,07/05/2014
28.39,08/05/2014
28.43,09/05/2014
28.48,10/05/2014
28.54,11/05/2014
28.60,12/05/2014
28.63,13/05/2014
28.68,14/05/2014
28.71,15/05/2014
28.75,16/05/2014
28.80,17/05/2014
28.84,18/05/2014
28.88,19/05/2014
28.92,20/05/2014
28.96,21/05/2014
28.99,22/05/2014
29.03,23/05/2014
29.08,24/05/2014
29.13,25/05/2014
29.19,26/05/2014
29.22,27/05/2014
29.24,28/05/2014
29.26,29/05/2014
29.29,30/05/2014
29.32,31/05/2014
29.35,01/06/2014
29.39,02/06/2014
29.40,03/06/2014
29.42,04/06/2014
29.44,05/06/2014
29.44,06/06/2014
29.44,07/06/2014
29.44,08/06/2014
29.45,09/06/2014
29.46,10/06/2014
29.46,11/06/2014
29.47,12/06/2014
29.48,13/06/2014
29.48,14/06/2014
29.48,15/06/2014
29.48,16/06/2014
29.46,17/06/2014
29.45,18/06/2014
29.45,19/06/2014
29.46,20/06/2014
29.46,21/06/2014
29.46,22/06/2014
29.46,23/06/2014
29.45,24/06/2014
29.45,25/06/2014
29.45,26/06/2014
29.46,27/06/2014
29.47,28/06/2014
29.47,29/06/2014
29.47,30/06/2014
29.48,01/07/2014
29.49,02/07/2014
29.50,03/07/2014
29.50,04/07/2014
29.50,05/07/2014
29.50,06/07/2014
29.50,07/07/2014
29.50,08/07/2014
29.49,09/07/2014
29.49,10/07/2014
29.49,11/07/2014
29.49,12/07/2014
29.49,13/07/2014
29.48,14/07/2014
29.47,15/07/2014
29.46,16/07/2014
29.45,17/07/2014
29.44,18/07/2014
29.43,19/07/2014
29.42,20/07/2014
29.40,21/07/2014
29.38,22/07/2014
29.36,23/07/2014
29.34,24/07/2014
29.31,25/07/2014
29.29,26/07/2014
29.27,27/07/2014
29.24,28/07/2014
29.20,29/07/2014
29.16,30/07/2014
29.13,31/07/2014
29.08,01/08/2014
29.04,02/08/2014
28.99,03/08/2014
28.94,04/08/2014
28.89,05/08/2014
28.83,06/08/2014
28.77,07/08/2014
28.71,08/08/2014
28.68,09/08/2014
28.64,10/08/2014
28.60,11/08/2014
28.50,12/08/2014
28.42,13/08/2014
28.37,14/08/2014
28.31,15/08/2014
28.25,16/08/2014
28.19,17/08/2014
28.12,18/08/2014
28.06,19/08/2014
27.97,20/08/2014
27.89,21/08/2014
27.80,22/08/2014
27.73,23/08/2014
27.66,24/08/2014
27.58,25/08/2014
27.50,26/08/2014
27.43,27/08/2014
27.37,28/08/2014
27.30,29/08/2014
27.23,30/08/2014
27.15,31/08/2014
27.07,01/09/2014
26.98,02/09/2014
26.88,03/09/2014
26.77,04/09/2014
26.69,05/09/2014
26.60,06/09/2014
26.50,07/09/2014
26.40,08/09/2014
26.32,09/09/2014
26.24,10/09/2014
26.11,11/09/2014
26.01,12/09/2014
25.91,13/09/2014
25.81,14/09/2014
25.70,15/09/2014
25.56,16/09/2014
25.43,17/09/2014
25.33,18/09/2014
25.21,19/09/2014
25.08,20/09/2014
24.94,21/09/2014
24.80,22/09/2014
24.62,23/09/2014
24.49,24/09/2014
24.37,25/09/2014
24.24,26/09/2014
24.09,27/09/2014
23.94,28/09/2014
23.78,29/09/2014
23.60,30/09/2014
23.41,01/10/2014
23.24,02/10/2014
23.09,03/10/2014
22.93,04/10/2014
22.77,05/10/2014
22.60,06/10/2014
22.42,07/10/2014
22.24,08/10/2014
22.01,09/10/2014
21.82,10/10/2014
21.68,11/10/2014
21.54,12/10/2014
21.39,13/10/2014
21.27,14/10/2014
21.09,15/10/2014
20.92,16/10/2014
20.72,17/10/2014
20.62,18/10/2014
20.52,19/10/2014
20.43,20/10/2014
20.30,21/10/2014
20.22,22/10/2014
20.11,23/10/2014
20.06,24/10/2014
20.01,25/10/2014
19.97,26/10/2014
19.93,27/10/2014
19.90,28/10/2014
19.90,29/10/2014
19.91,30/10/2014
19.94,31/10/2014
19.95,01/11/2014
19.96,02/11/2014
19.96,03/11/2014
19.98,04/11/2014
20.00,05/11/2014
20.03,06/11/2014
20.07,07/11/2014
20.09,08/11/2014
20.10,09/11/2014
20.11,10/11/2014
20.12,11/11/2014
20.13,12/11/2014
20.14,13/11/2014
20.14,14/11/2014
20.15,15/11/2014
20.16,16/11/2014
20.18,17/11/2014
20.20,18/11/2014
20.21,19/11/2014
20.22,20/11/2014
20.24,21/11/2014
20.26,22/11/2014
20.28,23/11/2014
20.31,24/11/2014
20.34,25/11/2014
20.37,26/11/2014
20.41,27/11/2014
20.45,28/11/2014
20.51,29/11/2014
20.57,30/11/2014
20.65,01/12/2014
20.71,02/12/2014
20.78,03/12/2014
20.84,04/12/2014
20.91,05/12/2014
20.97,06/12/2014
21.03,07/12/2014
21.08,08/12/2014
21.13,09/12/2014
21.17,10/12/2014
21.20,11/12/2014
21.24,12/12/2014
21.27,13/12/2014
21.29,14/12/2014
21.31,15/12/2014
21.33,16/12/2014
21.34,17/12/2014
21.35,18/12/2014
21.37,19/12/2014
21.39,20/12/2014
21.40,21/12/2014
21.41,22/12/2014
21.43,23/12/2014
21.46,24/12/2014
21.48,25/12/2014
21.50,26/12/2014
21.54,27/12/2014
21.58,28/12/2014
21.63,29/12/2014
21.67,30/12/2014
21.69,31/12/2014
21.71,01/01/2015
21.74,02/01/2015
21.75,03/01/2015
21.77,04/01/2015
21.79,05/01/2015
21.81,06/01/2015
21.85,07/01/2015
21.89,08/01/2015
21.94,09/01/2015
21.98,10/01/2015
22.03,11/01/2015
22.08,12/01/2015
22.13,13/01/2015
22.20,14/01/2015
22.27,15/01/2015
22.32,16/01/2015
22.40,17/01/2015
22.48,18/01/2015
22.57,19/01/2015
22.68,20/01/2015
22.81,21/01/2015
22.89,22/01/2015
22.97,23/01/2015
23.03,24/01/2015
23.09,25/01/2015
23.16,26/01/2015
23.23,27/01/2015
23.29,28/01/2015
23.35,29/01/2015
23.40,30/01/2015
23.45,31/01/2015
23.51,01/02/2015
23.57,02/02/2015
23.65,03/02/2015
23.72,04/02/2015
23.80,05/02/2015
23.89,06/02/2015
23.94,07/02/2015
23.99,08/02/2015
24.05,09/02/2015
24.12,10/02/2015
24.18,11/02/2015
24.22,12/02/2015
24.27,13/02/2015
24.32,14/02/2015
24.37,15/02/2015
24.43,16/02/2015
24.49,17/02/2015
24.56,18/02/2015
24.61,19/02/2015
24.65,20/02/2015
24.69,21/02/2015
24.72,22/02/2015
24.75,23/02/2015
24.79,24/02/2015
24.83,25/02/2015
24.88,26/02/2015
24.93,27/02/2015
24.96,28/02/2015
24.99,01/03/2015
25.03,02/03/2015
25.06,03/03/2015
25.10,04/03/2015
25.16,05/03/2015
25.21,06/03/2015
25.25,07/03/2015
25.30,08/03/2015
25.35,09/03/2015
25.40,10/03/2015
25.45,11/03/2015
25.49,12/03/2015
25.55,13/03/2015
25.60,14/03/2015
25.65,15/03/2015
25.71,16/03/2015
25.77,17/03/2015
25.83,18/03/2015
25.89,19/03/2015
25.96,20/03/2015
26.03,21/03/2015
26.10,22/03/2015
26.18,23/03/2015
26.27,24/03/2015
26.35,25/03/2015
26.42,26/03/2015
26.49,27/03/2015
26.55,28/03/2015
26.61,29/03/2015
26.68,30/03/2015
26.76,31/03/2015
26.82,01/04/2015
26.90,02/04/2015
26.95,03/04/2015
27.00,04/04/2015
27.05,05/04/2015
27.11,06/04/2015
27.14,07/04/2015
27.18,08/04/2015
27.24,09/04/2015
27.29,10/04/2015
27.33,11/04/2015
27.38,12/04/2015
27.43,13/04/2015
27.49,14/04/2015
27.52,15/04/2015
27.53,16/04/2015
27.56,17/04/2015
27.59,18/04/2015
27.62,19/04/2015
27.66,20/04/2015
27.68,21/04/2015
27.70,22/04/2015
27.74,23/04/2015
27.77,24/04/2015
27.80,25/04/2015
27.84,26/04/2015
27.88,27/04/2015
27.93,28/04/2015
27.97,29/04/2015
28.03,30/04/2015
28.09,01/05/2015
28.15,02/05/2015
28.21,03/05/2015
28.28,04/05/2015
28.35,05/05/2015
28.41,06/05/2015
28.48,07/05/2015
28.55,08/05/2015
28.60,09/05/2015
28.64,10/05/2015
28.68,11/05/2015
28.73,12/05/2015
28.75,13/05/2015
28.78,14/05/2015
28.82,15/05/2015
28.86,16/05/2015
28.89,17/05/2015
28.92,18/05/2015
28.97,19/05/2015
29.01,20/05/2015
29.04,21/05/2015
29.07,22/05/2015
29.11,23/05/2015
29.15,24/05/2015
29.18,25/05/2015
29.21,26/05/2015
29.24,27/05/2015
29.28,28/05/2015
29.31,29/05/2015
29.33,30/05/2015
29.36,31/05/2015
29.39,01/06/2015
29.40,02/06/2015
29.41,03/06/2015
29.42,04/06/2015
29.44,05/06/2015
29.46,06/06/2015
29.48,07/06/2015
29.50,08/06/2015
29.51,09/06/2015
29.53,10/06/2015
29.55,11/06/2015
29.57,12/06/2015
29.59,13/06/2015
29.60,14/06/2015
29.61,15/06/2015
29.61,16/06/2015
29.61,17/06/2015
29.61,18/06/2015
29.60,19/06/2015
29.61,20/06/2015
29.62,21/06/2015
29.64,22/06/2015
29.64,23/06/2015
29.65,24/06/2015
29.65,25/06/2015
29.65,26/06/2015
29.65,27/06/2015
29.65,28/06/2015
29.66,29/06/2015
29.65,30/06/2015
29.64,01/07/2015
29.62,02/07/2015
29.60,03/07/2015
29.59,04/07/2015
29.58,05/07/2015
29.56,06/07/2015
29.54,07/07/2015
29.53,08/07/2015
29.52,09/07/2015
29.50,10/07/2015
29.48,11/07/2015
29.46,12/07/2015
29.43,13/07/2015
29.41,14/07/2015
29.39,15/07/2015
29.38,16/07/2015
29.35,17/07/2015
29.33,18/07/2015
29.31,19/07/2015
29.28,20/07/2015
29.25,21/07/2015
29.23,22/07/2015
29.21,23/07/2015
29.19,24/07/2015
29.16,25/07/2015
29.13,26/07/2015
29.09,27/07/2015
29.06,28/07/2015
29.03,29/07/2015
28.99,30/07/2015
28.97,31/07/2015
28.95,01/08/2015
28.92,02/08/2015
28.89,03/08/2015
28.84,04/08/2015
28.80,05/08/2015
28.77,06/08/2015
28.73,07/08/2015
28.69,08/08/2015
28.65,09/08/2015
28.60,10/08/2015
28.56,11/08/2015
28.51,12/08/2015
28.46,13/08/2015
28.41,14/08/2015
28.36,15/08/2015
28.30,16/08/2015
28.24,17/08/2015
28.17,18/08/2015
28.11,19/08/2015
28.07,20/08/2015
28.00,21/08/2015
27.94,22/08/2015
27.87,23/08/2015
27.80,24/08/2015
27.72,25/08/2015
27.64,26/08/2015
27.59,27/08/2015
27.52,28/08/2015
27.45,29/08/2015
27.45,30/08/2015
27.30,31/08/2015
27.22,01/09/2015
27.13,02/09/2015
27.07,03/09/2015
26.99,04/09/2015
26.91,05/09/2015
26.83,06/09/2015
26.74,07/09/2015
26.65,08/09/2015
26.55,09/09/2015
26.44,10/09/2015
26.34,11/09/2015
26.24,12/09/2015
26.13,13/09/2015
26.02,14/09/2015
25.90,15/09/2015
25.79,16/09/2015
25.67,17/09/2015
25.54,18/09/2015
25.42,19/09/2015
25.29,20/09/2015
25.16,21/09/2015
25.01,22/09/2015
24.85,23/09/2015
24.68,24/09/2015
24.51,25/09/2015
24.32,26/09/2015
24.13,27/09/2015
23.93,28/09/2015
23.73,29/09/2015
23.51,30/09/2015
23.33,01/10/2015
23.00,02/10/2015
22.70,03/10/2015
22.39,04/10/2015
22.06,05/10/2015
21.73,06/10/2015
21.41,07/10/2015
21.06,08/10/2015
20.70,09/10/2015
20.32,10/10/2015
19.92,11/10/2015
19.58,12/10/2015
19.26,13/10/2015
18.91,14/10/2015
18.54,15/10/2015
18.21,16/10/2015
17.86,17/10/2015
17.58,18/10/2015
17.30,19/10/2015
17.07,20/10/2015
16.84,21/10/2015
16.62,22/10/2015
16.44,23/10/2015
16.24,24/10/2015
16.11,25/10/2015
15.99,26/10/2015
15.95,27/10/2015
15.92,28/10/2015
15.95,29/10/2015
15.99,30/10/2015
16.03,31/10/2015
16.07,01/11/2015
16.12,02/11/2015
16.17,03/11/2015
16.25,04/11/2015
16.35,05/11/2015
16.47,06/11/2015
16.54,07/11/2015
16.60,08/11/2015
16.68,09/11/2015
16.70,10/11/2015
16.71,11/11/2015
16.72,12/11/2015
16.73,13/11/2015
16.71,14/11/2015
16.68,15/11/2015
16.65,16/11/2015
16.61,17/11/2015
16.61,18/11/2015
16.61,19/11/2015
16.62,20/11/2015
16.62,21/11/2015
16.61,22/11/2015
16.61,23/11/2015
16.62,24/11/2015
16.63,25/11/2015
16.64,26/11/2015
16.66,27/11/2015
16.69,28/11/2015
16.73,29/11/2015
16.77,30/11/2015
16.82,01/12/2015
16.89,02/12/2015
16.96,03/12/2015
17.01,04/12/2015
17.05,05/12/2015
17.10,06/12/2015
17.15,07/12/2015
17.19,08/12/2015
17.22,09/12/2015
17.24,10/12/2015
17.26,11/12/2015
17.27,12/12/2015
17.27,13/12/2015
17.27,14/12/2015
17.28,15/12/2015
17.28,16/12/2015
17.28,17/12/2015
17.29,18/12/2015
17.29,19/12/2015
17.28,20/12/2015
17.27,21/12/2015
17.26,22/12/2015
17.27,23/12/2015
17.28,24/12/2015
17.29,25/12/2015
17.30,26/12/2015
17.30,27/12/2015
17.30,28/12/2015
17.35,29/12/2015
17.41,30/12/2015
17.47,31/12/2015
17.54,01/01/2016
17.62,02/01/2016
17.72,03/01/2016
17.80,04/01/2016
17.91,05/01/2016
18.00,06/01/2016
18.12,07/01/2016
18.24,08/01/2016
18.35,09/01/2016
18.46,10/01/2016
18.58,11/01/2016
18.71,12/01/2016
18.82,13/01/2016
18.92,14/01/2016
19.04,15/01/2016
19.14,16/01/2016
19.24,17/01/2016
19.35,18/01/2016
19.45,19/01/2016
19.52,20/01/2016
19.61,21/01/2016
19.73,22/01/2016
19.81,23/01/2016
19.89,24/01/2016
19.98,25/01/2016
20.04,26/01/2016
20.08,27/01/2016
20.11,28/01/2016
20.12,29/01/2016
20.13,30/01/2016
20.13,31/01/2016
20.13,01/02/2016
20.14,02/02/2016
20.14,03/02/2016
20.13,04/02/2016
20.10,05/02/2016
20.07,06/02/2016
20.05,07/02/2016
20.03,08/02/2016
20.00,09/02/2016
19.97,10/02/2016
19.95,11/02/2016
19.91,12/02/2016
19.87,13/02/2016
19.83,14/02/2016
19.78,15/02/2016
19.74,16/02/2016
19.70,17/02/2016
19.68,18/02/2016
19.68,19/02/2016
19.68,20/02/2016
19.67,21/02/2016
19.66,22/02/2016
19.63,23/02/2016
19.61,24/02/2016
19.63,25/02/2016
19.65,26/02/2016
19.71,27/02/2016
19.77,28/02/2016
19.84,29/02/2016
19.94,01/03/2016
20.03,02/03/2016
20.16,03/03/2016
20.24,04/03/2016
20.32,05/03/2016
20.40,06/03/2016
20.49,07/03/2016
20.65,08/03/2016
20.85,09/03/2016
21.04,10/03/2016
21.19,11/03/2016
21.34,12/03/2016
21.47,13/03/2016
21.59,14/03/2016
21.73,15/03/2016
21.84,16/03/2016
21.95,17/03/2016
22.06,18/03/2016
22.16,19/03/2016
22.26,20/03/2016
22.35,21/03/2016
22.43,22/03/2016
22.55,23/03/2016
22.64,24/03/2016
22.74,25/03/2016
22.83,26/03/2016
22.91,27/03/2016
22.99,28/03/2016
23.10,29/03/2016
23.22,30/03/2016
23.30,31/03/2016
23.38,01/04/2016
23.40,02/04/2016
23.42,03/04/2016
23.45,04/04/2016
23.51,05/04/2016
23.60,06/04/2016
23.68,07/04/2016
23.73,08/04/2016
23.78,09/04/2016
23.84,10/04/2016
23.90,11/04/2016
23.99,12/04/2016
24.29,13/04/2016
24.41,14/04/2016
24.48,15/04/2016
24.54,16/04/2016
24.59,17/04/2016
24.64,18/04/2016
24.71,19/04/2016
24.79,20/04/2016
24.86,21/04/2016
24.93,22/04/2016
25.00,23/04/2016
25.06,24/04/2016
25.12,25/04/2016
25.21,26/04/2016
25.26,27/04/2016
25.30,28/04/2016
25.37,29/04/2016
25.44,30/04/2016
25.51,01/05/2016
25.57,02/05/2016
25.66,03/05/2016
25.72,04/05/2016
25.80,05/05/2016
25.87,06/05/2016
25.94,07/05/2016
26.01,08/05/2016
26.07,09/05/2016
26.13,10/05/2016
26.20,11/05/2016
26.29,12/05/2016
26.34,13/05/2016
26.40,14/05/2016
26.45,15/05/2016
26.50,16/05/2016
26.54,17/05/2016
26.58,18/05/2016
26.61,19/05/2016
26.66,20/05/2016
26.69,21/05/2016
26.72,22/05/2016
26.74,23/05/2016
26.79,24/05/2016
26.82,25/05/2016
26.85,26/05/2016
26.87,27/05/2016
26.90,28/05/2016
26.92,29/05/2016
26.94,30/05/2016
26.97,31/05/2016
26.99,01/06/2016
27.01,02/06/2016
27.04,03/06/2016
27.06,04/06/2016
27.08,05/06/2016
27.09,06/06/2016
27.10,07/06/2016
27.10,08/06/2016
27.11,09/06/2016
27.12,10/06/2016
27.13,11/06/2016
27.15,12/06/2016
27.17,13/06/2016
27.18,14/06/2016
27.19,15/06/2016
27.19,16/06/2016
27.18,17/06/2016
27.18,18/06/2016
27.18,19/06/2016
27.18,20/06/2016
27.17,21/06/2016
27.17,22/06/2016
27.17,23/06/2016
27.16,24/06/2016
27.16,25/06/2016
27.17,26/06/2016
27.18,27/06/2016
27.18,28/06/2016
27.18,29/06/2016
27.18,30/06/2016
27.17,01/07/2016
27.17,02/07/2016
27.16,03/07/2016
27.15,04/07/2016
27.13,05/07/2016
27.12,06/07/2016
27.11,07/07/2016
27.10,08/07/2016
27.09,09/07/2016
27.08,10/07/2016
27.07,11/07/2016
27.06,12/07/2016
27.04,13/07/2016
27.02,14/07/2016
27.01,15/07/2016
26.99,16/07/2016
26.97,17/07/2016
26.94,18/07/2016
26.91,19/07/2016
26.87,20/07/2016
26.85,21/07/2016
26.83,22/07/2016
26.81,23/07/2016
26.79,24/07/2016
26.76,25/07/2016
26.75,26/07/2016
26.74,27/07/2016
26.72,28/07/2016
26.70,29/07/2016
26.67,30/07/2016
26.64,31/07/2016
26.60,01/08/2016
26.55,02/08/2016
26.50,03/08/2016
26.46,04/08/2016
26.43,05/08/2016
26.39,06/08/2016
26.34,07/08/2016
26.29,08/08/2016
26.23,09/08/2016
26.17,10/08/2016
26.10,11/08/2016
26.05,12/08/2016
26.00,13/08/2016
25.95,14/08/2016
25.89,15/08/2016
25.82,16/08/2016
25.76,17/08/2016
25.69,18/08/2016
25.60,19/08/2016
25.53,20/08/2016
25.46,21/08/2016
25.38,22/08/2016
25.31,23/08/2016
25.22,24/08/2016
25.13,25/08/2016
25.03,26/08/2016
24.93,27/08/2016
24.82,28/08/2016
24.70,29/08/2016
24.61,30/08/2016
24.51,31/08/2016
24.38,01/09/2016
24.26,02/09/2016
24.13,03/09/2016
24.00,04/09/2016
23.86,05/09/2016
23.71,06/09/2016
23.57,07/09/2016
23.43,08/09/2016
23.30,09/09/2016
23.13,10/09/2016
22.96,11/09/2016
22.78,12/09/2016
22.60,13/09/2016
22.41,14/09/2016
22.22,15/09/2016
22.02,16/09/2016
21.83,17/09/2016
21.63,18/09/2016
21.43,19/09/2016
21.23,20/09/2016
21.01,21/09/2016
20.80,22/09/2016
20.64,23/09/2016
20.46,24/09/2016
20.28,25/09/2016
20.09,26/09/2016
19.89,27/09/2016
19.74,28/09/2016
19.57,29/09/2016
19.42,30/09/2016
19.29,01/10/2016
19.17,02/10/2016
19.05,03/10/2016
18.94,04/10/2016
18.84,05/10/2016
18.74,06/10/2016
18.65,07/10/2016
18.59,08/10/2016
18.54,09/10/2016
18.49,10/10/2016
18.43,11/10/2016
18.38,12/10/2016
18.34,13/10/2016
18.30,14/10/2016
18.26,15/10/2016
18.22,16/10/2016
18.19,17/10/2016
18.17,18/10/2016
18.16,19/10/2016
18.16,20/10/2016
18.16,21/10/2016
18.16,22/10/2016
18.16,23/10/2016
18.17,24/10/2016
18.18,25/10/2016
18.19,26/10/2016
18.20,27/10/2016
18.20,28/10/2016
18.22,29/10/2016
18.25,30/10/2016
18.28,31/10/2016
18.31,01/11/2016
18.32,02/11/2016
18.32,03/11/2016
18.32,04/11/2016
18.32,05/11/2016
18.31,06/11/2016
18.30,07/11/2016
18.29,08/11/2016
18.27,09/11/2016
18.25,10/11/2016
18.25,11/11/2016
18.22,12/11/2016
18.19,13/11/2016
18.15,14/11/2016
18.12,15/11/2016
18.10,16/11/2016
18.05,17/11/2016
17.99,18/11/2016
17.93,19/11/2016
17.88,20/11/2016
17.83,21/11/2016
17.83,22/11/2016
17.82,23/11/2016
17.82,24/11/2016
17.82,25/11/2016
17.82,26/11/2016
17.82,27/11/2016
17.82,28/11/2016
17.80,29/11/2016
17.78,30/11/2016
17.74,01/12/2016
17.71,02/12/2016
17.68,03/12/2016
17.65,04/12/2016
17.61,05/12/2016
17.54,06/12/2016
17.45,07/12/2016
17.39,08/12/2016
17.34,09/12/2016
17.29,10/12/2016
17.25,11/12/2016
17.22,12/12/2016
17.20,13/12/2016
17.20,14/12/2016
17.20,15/12/2016
17.21,16/12/2016
17.22,17/12/2016
17.24,18/12/2016
17.26,19/12/2016
17.32,20/12/2016
17.42,21/12/2016
17.60,22/12/2016
17.72,23/12/2016
17.87,24/12/2016
18.00,25/12/2016
18.18,26/12/2016
18.37,27/12/2016
18.60,28/12/2016
18.81,29/12/2016
19.01,30/12/2016
19.22,31/12/2016
19.44,01/01/2017
19.66,02/01/2017
19.92,03/01/2017
20.07,04/01/2017
20.25,05/01/2017
20.46,06/01/2017
20.53,07/01/2017
20.69,08/01/2017
20.85,09/01/2017
21.04,10/01/2017
21.25,11/01/2017
21.42,12/01/2017
21.57,13/01/2017
21.72,14/01/2017
21.87,15/01/2017
22.01,16/01/2017
22.16,17/01/2017
22.33,18/01/2017
22.48,19/01/2017
22.63,20/01/2017
22.76,21/01/2017
22.91,22/01/2017
23.06,23/01/2017
23.18,24/01/2017
23.29,25/01/2017
23.39,26/01/2017
23.51,27/01/2017
23.63,28/01/2017
23.75,29/01/2017
23.86,30/01/2017
23.95,31/01/2017
24.04,01/02/2017
24.15,02/02/2017
24.24,03/02/2017
24.33,04/02/2017
24.42,05/02/2017
24.50,06/02/2017
24.57,07/02/2017
24.63,08/02/2017
24.70,09/02/2017
24.77,10/02/2017
24.82,11/02/2017
24.87,12/02/2017
24.91,13/02/2017
24.96,14/02/2017
25.00,15/02/2017
25.05,16/02/2017
25.09,17/02/2017
25.14,18/02/2017
25.18,19/02/2017
25.22,20/02/2017
25.28,21/02/2017
25.33,22/02/2017
25.38,23/02/2017
25.42,24/02/2017
25.48,25/02/2017
25.53,26/02/2017
25.58,27/02/2017
25.63,28/02/2017
25.68,01/03/2017
25.72,02/03/2017
25.75,03/03/2017
25.79,04/03/2017
25.83,05/03/2017
25.86,06/03/2017
25.91,07/03/2017
25.98,08/03/2017
26.03,09/03/2017
26.09,10/03/2017
26.14,11/03/2017
26.18,12/03/2017
26.22,13/03/2017
26.29,14/03/2017
26.34,15/03/2017
26.39,16/03/2017
26.45,17/03/2017
26.52,18/03/2017
26.60,19/03/2017
26.68,20/03/2017
26.73,21/03/2017
26.79,22/03/2017
26.84,23/03/2017
26.88,24/03/2017
26.94,25/03/2017
27.00,26/03/2017
27.05,27/03/2017
27.09,28/03/2017
27.13,29/03/2017
27.19,30/03/2017
27.27,31/03/2017
27.34,01/04/2017
27.41,02/04/2017
27.47,03/04/2017
27.51,04/04/2017
27.56,05/04/2017
27.59,06/04/2017
27.63,07/04/2017
27.67,08/04/2017
27.70,09/04/2017
27.73,10/04/2017
27.77,11/04/2017
27.80,12/04/2017
27.82,13/04/2017
27.84,14/04/2017
27.86,15/04/2017
27.88,16/04/2017
27.89,17/04/2017
27.91,18/04/2017
27.93,19/04/2017
27.95,20/04/2017
27.99,21/04/2017
28.02,22/04/2017
28.05,23/04/2017
28.07,24/04/2017
28.10,25/04/2017
28.12,26/04/2017
28.16,27/04/2017
28.20,28/04/2017
28.24,29/04/2017
28.28,30/04/2017
28.33,01/05/2017
28.38,02/05/2017
28.41,03/05/2017
28.43,04/05/2017
28.47,05/05/2017
28.51,06/05/2017
28.55,07/05/2017
28.58,08/05/2017
28.62,09/05/2017
28.63,10/05/2017
28.65,11/05/2017
28.68,12/05/2017
28.71,13/05/2017
28.74,14/05/2017
28.76,15/05/2017
28.79,16/05/2017
28.80,17/05/2017
28.81,18/05/2017
28.83,19/05/2017
28.85,20/05/2017
28.87,21/05/2017
28.88,22/05/2017
28.90,23/05/2017
28.91,24/05/2017
28.91,25/05/2017
28.92,26/05/2017
28.93,27/05/2017
28.94,28/05/2017
